program,mode,source_path,ir_path,ir_instruction_count,basic_block_count,avg_bb_size,cfg_edge_count,avg_bb_out_degree,loop_count,max_loop_depth,branch_instr_count,branch_density,compute_instr_count,compute_density,load_count,store_count,memory_instr_count,memory_access_density,compute_to_memory_ratio,load_store_ratio,call_instr_count,call_to_bb_ratio,hostcall_count,hostcall_density,alloc_call_count,function_count,opt_loop_ok,opt_loop_note,native_perf_L1_icache_load_misses_median,native_perf_all_loads_retired_median,native_perf_all_stores_retired_median,native_perf_branch_misses_median,native_perf_branches_retired_median,native_perf_conditional_branches_median,native_perf_cpu_cycles_median,native_perf_instructions_retired_median,perf_L1_icache_load_misses_median,perf_all_loads_retired_median,perf_all_stores_retired_median,perf_branch_misses_median,perf_branches_retired_median,perf_conditional_branches_median,perf_cpu_cycles_median,perf_instructions_retired_median,ratio_L1_icache_load_misses_over_native,ratio_all_loads_retired_over_native,ratio_all_stores_retired_over_native,ratio_branch_misses_over_native,ratio_branches_retired_over_native,ratio_conditional_branches_over_native,ratio_cpu_cycles_over_native,ratio_instructions_retired_over_native
llvmss_misc_flops-4,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/flops-4.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_flops-4.ll,77,3,25.666666666666668,3,1.0,1,1,2,0.025974025974025976,16,0.2077922077922078,17,13,30,0.38961038961038963,0.5333333333333333,1.3076923076923077,24,8.0,5,0.06493506493506493,0,1,1,,107821.0,1077716.0,671924.0,9682.0,157014213.0,156389969.0,1559547263.0,3285607392.0,613834.0,317350319.0,2986961.0,66166.0,159994354.0,157121422.0,1491550918.0,3145178145.0,5.693083907587575,294.4656282360102,4.445385192372947,6.8339186118570545,1.0189800715684254,1.0046771094378821,0.9563999459245629,0.9572592734780406
llvmss_misc_flops-5,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/flops-5.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_flops-5.ll,80,3,26.666666666666668,3,1.0,1,1,2,0.025,18,0.225,16,11,27,0.3375,0.6666666666666666,1.4545454545454546,30,10.0,5,0.0625,0,1,1,,154208.0,314337399.0,1147825.0,10901.0,157539203.0,156476133.0,3040190215.0,5788635657.0,599914.0,786337445.0,3191229.0,57972.0,160194686.0,157139951.0,2925323756.0,5802390266.0,3.8902910354845406,2.5015713927186884,2.7802400191666847,5.318044216126961,1.0168560139281648,1.0042422955326995,0.9622173446801914,1.0023761400466389
llvmss_misc_flops-5,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/flops-5.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_flops-5.ll,80,3,26.666666666666668,3,1.0,1,1,2,0.025,18,0.225,16,11,27,0.3375,0.6666666666666666,1.4545454545454546,30,10.0,5,0.0625,0,1,1,,154208.0,314337399.0,1147825.0,10901.0,157539203.0,156476133.0,3040190215.0,5788635657.0,649749.0,786852187.0,3455859.0,67203.0,160512278.0,157208516.0,2927795577.0,5804424648.0,4.21345844573563,2.503208938876535,3.0107891011260426,6.164847261719109,1.0188719692837345,1.0046804773735045,0.9630303928203388,1.002727584172776
llvmss_misc_flops-6,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/flops-6.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_flops-6.ll,79,3,26.333333333333332,3,1.0,1,1,2,0.02531645569620253,16,0.20253164556962025,16,11,27,0.34177215189873417,0.5925925925925926,1.4545454545454546,31,10.333333333333334,5,0.06329113924050633,0,1,1,,145631.0,314221132.0,1074635.0,10149.0,157460259.0,156463328.0,2841488541.0,5788150962.0,585235.0,786296602.0,3159583.0,57604.0,160169315.0,157137181.0,2845502312.0,5802205597.0,4.018615542020586,2.502367033672325,2.940145258622695,5.675830131047394,1.017204696710171,1.0043067791578613,1.0014125592773242,1.0024281735380212
llvmss_misc_flops-6,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/flops-6.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_flops-6.ll,79,3,26.333333333333332,3,1.0,1,1,2,0.02531645569620253,16,0.20253164556962025,16,11,27,0.34177215189873417,0.5925925925925926,1.4545454545454546,31,10.333333333333334,5,0.06329113924050633,0,1,1,,145631.0,314221132.0,1074635.0,10149.0,157460259.0,156463328.0,2841488541.0,5788150962.0,654786.0,786813839.0,3434595.0,67817.0,160487068.0,157206886.0,2847700139.0,5804305118.0,4.4961992982263395,2.5040131260172536,3.1960572659554174,6.682136171051335,1.0192226852618094,1.0047522829119422,1.0021860366179107,1.0027909009467884
llvmss_misc_flops-7,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/flops-7.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_flops-7.ll,55,3,18.333333333333332,3,1.0,1,1,2,0.03636363636363636,21,0.38181818181818183,2,10,12,0.21818181818181817,1.7500000000000002,0.2,7,2.3333333333333335,5,0.09090909090909091,0,1,1,,119737.0,1245250.0,777348.0,9619.0,157130998.0,156409243.0,1913616886.0,3286270181.0,554104.0,317036110.0,2840993.0,56784.0,159818918.0,157078351.0,1894385766.0,2518918839.0,4.627675655812322,254.59635414575388,3.654724782208226,5.9033163530512525,1.0171062364155543,1.0042779313240457,0.9899503813220427,0.7664977924102097
llvmss_misc_flops-7,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/flops-7.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_flops-7.ll,55,3,18.333333333333332,3,1.0,1,1,2,0.03636363636363636,21,0.38181818181818183,2,10,12,0.21818181818181817,1.7500000000000002,0.2,7,2.3333333333333335,5,0.09090909090909091,0,1,1,,119737.0,1245250.0,777348.0,9619.0,157130998.0,156409243.0,1913616886.0,3286270181.0,622977.0,317557290.0,3112100.0,66901.0,160137718.0,157148942.0,1896653309.0,2520995521.0,5.202877974226848,255.01488857659103,4.003483639245228,6.955088886578646,1.019135116802351,1.004729253756442,0.9911353327177946,0.7671297191495284
llvmss_misc_flops-8,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/flops-8.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_flops-8.ll,81,3,27.0,3,1.0,1,1,2,0.024691358024691357,18,0.2222222222222222,16,11,27,0.3333333333333333,0.6666666666666666,1.4545454545454546,31,10.333333333333334,5,0.06172839506172839,0,1,1,,158719.0,314281057.0,1117437.0,10820.0,157500096.0,156474500.0,2947824018.0,5944656791.0,594997.0,1098883885.0,471971960.0,58397.0,316472721.0,896602.0,2983499183.0,7208800989.0,3.7487446367479635,3.4965005383700234,422.37008439849404,5.397134935304991,2.0093493847775177,0.005730019907397052,1.0121022031105522,1.2126521752969608
llvmss_misc_flops-8,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/flops-8.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_flops-8.ll,81,3,27.0,3,1.0,1,1,2,0.024691358024691357,18,0.2222222222222222,16,11,27,0.3333333333333333,0.6666666666666666,1.4545454545454546,31,10.333333333333334,5,0.06172839506172839,0,1,1,,158719.0,314281057.0,1117437.0,10820.0,157500096.0,156474500.0,2947824018.0,5944656791.0,659494.0,1099334985.0,472193288.0,67954.0,316751894.0,957240.0,2974985553.0,7210600609.0,4.15510430383256,3.497935877821615,422.56815194055685,6.280406654343808,2.011121910681248,0.006117546309462564,1.0092140965112388,1.2129549042960048
llvmss_misc_mandel-2,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/mandel-2.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_mandel-2.ll,107,21,5.095238095238095,29,1.380952380952381,4,3,18,0.16822429906542055,51,0.4766355140186916,4,0,4,0.037383177570093455,12.75,4.0,4,0.19047619047619047,2,0.018691588785046728,0,4,1,,156781.0,1870980.0,1239005.0,15592.0,471851799.0,157075435.0,2121840840.0,3457963109.0,647938.0,476080445.0,317311932.0,63384.0,945202820.0,157862489.0,2197073830.0,4414431761.0,4.132758433738782,254.45512244919775,256.1022207335725,4.065161621344279,2.003177315426533,1.0050106752847763,1.0354564718435715,1.2765988594587983
llvmss_misc_mandel-2,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/mandel-2.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_mandel-2.ll,107,21,5.095238095238095,29,1.380952380952381,4,3,18,0.16822429906542055,51,0.4766355140186916,4,0,4,0.037383177570093455,12.75,4.0,4,0.19047619047619047,2,0.018691588785046728,0,4,1,,156781.0,1870980.0,1239005.0,15592.0,471851799.0,157075435.0,2121840840.0,3457963109.0,692293.0,476548802.0,317549445.0,73203.0,945498092.0,157926895.0,2197603090.0,4416346493.0,4.415668990502676,254.70544955050295,256.29391729654037,4.6949076449461264,2.0038030881810838,1.005420707572766,1.0357059061979408,1.2771525761815177
llvmss_misc_matmul_f64_4x4,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/matmul_f64_4x4.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_matmul_f64_4x4.ll,187,4,46.75,3,0.75,1,1,2,0.0106951871657754,54,0.2887700534759358,40,8,48,0.25668449197860965,1.1249999999999998,5.0,47,11.75,20,0.10695187165775401,0,2,1,,125442.0,1651032326.0,750646041.0,11162.0,150732953.0,50137494.0,1454296035.0,6804174791.0,652937.0,4255290728.0,1903325054.0,63603.0,204079643.0,50920203.0,3222811936.0,13571960803.0,5.205090798934966,2.5773515521100707,2.535582618226318,5.698172370542913,1.353915245062571,1.0156112509332835,2.216063207516068,1.9946519923256334
llvmss_misc_matmul_f64_4x4,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/matmul_f64_4x4.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_matmul_f64_4x4.ll,187,4,46.75,3,0.75,1,1,2,0.0106951871657754,54,0.2887700534759358,40,8,48,0.25668449197860965,1.1249999999999998,5.0,47,11.75,20,0.10695187165775401,0,2,1,,125442.0,1651032326.0,750646041.0,11162.0,150732953.0,50137494.0,1454296035.0,6804174791.0,684072.0,4255817213.0,1903588947.0,69498.0,204405985.0,50991830.0,3216318514.0,13574052383.0,5.453293155402497,2.5776704344188595,2.5359341727348164,6.2263035298333635,1.3560802792737696,1.0170398624231198,2.211598214252162,1.9949593888967454
llvmss_misc_richards_benchmark,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/richards_benchmark.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_richards_benchmark.ll,737,98,7.520408163265306,127,1.2959183673469388,8,1,98,0.13297150610583447,276,0.37449118046132973,133,158,291,0.3948439620081411,0.9484536082474228,0.8417721518987342,45,0.45918367346938777,22,0.029850746268656716,16,15,1,,124564.0,1346895879.0,885169777.0,7383587.0,962013823.0,237629479.0,1624178630.0,3945024903.0,640116.0,2171933686.0,1281153431.0,7625876.0,1399002743.0,209341310.0,2964560306.0,8331120725.0,5.138852316881282,1.612547576886602,1.4473533375055574,1.0328145385163066,1.4542439095493123,0.880956819334692,1.825267400544483,2.111804343405941
llvmss_misc_richards_benchmark,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/richards_benchmark.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_richards_benchmark.ll,737,98,7.520408163265306,127,1.2959183673469388,8,1,98,0.13297150610583447,276,0.37449118046132973,133,158,291,0.3948439620081411,0.9484536082474228,0.8417721518987342,45,0.45918367346938777,22,0.029850746268656716,16,15,1,,124564.0,1346895879.0,885169777.0,7383587.0,962013823.0,237629479.0,1624178630.0,3945024903.0,681855.0,2172573755.0,1281472159.0,7642023.0,1399385308.0,209423287.0,2969492255.0,8333664614.0,5.473933078578081,1.6130227947634845,1.4477134130620006,1.0350014159784398,1.4546415805503452,0.8813017975770591,1.828303980948204,2.112449178118661
llvmss_misc_salsa20,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/salsa20.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_salsa20.ll,265,13,20.384615384615383,15,1.1538461538461537,2,1,10,0.03773584905660377,132,0.4981132075471698,37,25,62,0.2339622641509434,2.129032258064516,1.48,37,2.8461538461538463,2,0.007547169811320755,0,3,1,,599278.0,4882244610.0,4341607882.0,33000.0,1517982729.0,807758429.0,13341131825.0,44105271623.0,1241315.0,10837847539.0,8042891996.0,869838.0,2866515379.0,68988133.0,16299620979.0,62044957222.0,2.0713508588668366,2.2198493530622176,1.8525146016399276,26.358727272727272,1.8883715369333427,0.08540688716230035,1.2217569838007354,1.40674697012057
llvmss_misc_salsa20,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Misc/salsa20.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_misc_salsa20.ll,265,13,20.384615384615383,15,1.1538461538461537,2,1,10,0.03773584905660377,132,0.4981132075471698,37,25,62,0.2339622641509434,2.129032258064516,1.48,37,2.8461538461538463,2,0.007547169811320755,0,3,1,,599278.0,4882244610.0,4341607882.0,33000.0,1517982729.0,807758429.0,13341131825.0,44105271623.0,1243888.0,10838377821.0,8043121578.0,834028.0,2866869908.0,69043343.0,16300868603.0,62046992786.0,2.0756443587116498,2.2199579674480914,1.8525674811274908,25.273575757575756,1.8886050896564581,0.08547523680498789,1.2218505009038092,1.4067931225174397
llvmss_shootout_hello,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Shootout/hello.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_shootout_hello.ll,2,1,2.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,1.0,1,0.5,0,1,1,,41319.0,196030.0,117972.0,5543.0,154768.0,36152.0,870770.0,808674.0,476717.0,3528970.0,2207572.0,52798.0,2873693.0,710049.0,15702134.0,14893098.0,11.537476705631791,18.002193541804825,18.712677584511578,9.525166877142341,18.56774656259692,19.640656118610313,18.03247011265891,18.416689543623264
llvmss_shootout_hello,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Shootout/hello.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_shootout_hello.ll,2,1,2.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,1,1.0,1,0.5,0,1,1,,41319.0,196030.0,117972.0,5543.0,154768.0,36152.0,870770.0,808674.0,528802.0,4029021.0,2472291.0,61213.0,3178802.0,776849.0,17477981.0,16865041.0,12.798034802391152,20.553083711676784,20.956591394568203,11.043297853148115,20.539142458389332,21.48841004647046,20.07186857608783,20.855178971996132
llvmss_stanford_bubblesort,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Bubblesort.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_bubblesort.ll,113,26,4.346153846153846,33,1.2692307692307692,5,2,21,0.18584070796460178,38,0.336283185840708,8,15,23,0.20353982300884957,1.6521739130434783,0.5333333333333333,3,0.11538461538461539,2,0.017699115044247787,0,5,1,,52509.0,12771849.0,13046527.0,638863.0,31495670.0,6516287.0,41425162.0,101977535.0,494095.0,16114531.0,15146578.0,815538.0,34211820.0,19663234.0,73683010.0,134982262.0,9.409720238435316,1.261722637027732,1.1609662862768,1.2765459887331088,1.086238838545108,3.017551866576779,1.7787017948173625,1.3236470365752615
llvmss_stanford_bubblesort,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/Bubblesort.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_bubblesort.ll,113,26,4.346153846153846,33,1.2692307692307692,5,2,21,0.18584070796460178,38,0.336283185840708,8,15,23,0.20353982300884957,1.6521739130434783,0.5333333333333333,3,0.11538461538461539,2,0.017699115044247787,0,5,1,,52509.0,12771849.0,13046527.0,638863.0,31495670.0,6516287.0,41425162.0,101977535.0,547134.0,16617346.0,15407738.0,824391.0,34531484.0,19735194.0,75594138.0,136994132.0,10.419813746214935,1.3010916430346147,1.1809838740992142,1.2904034198255339,1.096388297184978,3.0285949652002744,1.8248362673874396,1.3433755973803445
llvmss_stanford_floatmm,wasm-aot,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/FloatMM.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_floatmm.ll,151,29,5.206896551724138,35,1.206896551724138,11,3,23,0.152317880794702,74,0.4900662251655629,11,11,22,0.1456953642384106,3.3636363636363638,1.0,6,0.20689655172413793,1,0.006622516556291391,0,6,1,,86363.0,640648986.0,24412469.0,624267.0,185077689.0,176085921.0,674295174.0,1958885966.0,544440.0,676272039.0,34703680.0,8673596.0,683965371.0,9408965.0,1206958538.0,4245296085.0,6.304088556441995,1.0556046349537187,1.4215555173874466,13.894048540127862,3.695558198805908,0.05343394262622507,1.7899557709128733,2.167199193156096
llvmss_stanford_floatmm,wasm-jit,/home/luomz/wasm/data/llvm-test-suite/SingleSource/Benchmarks/Stanford/FloatMM.c,/home/luomz/wasm/data/build/llvm_direct/llvmss_stanford_floatmm.ll,151,29,5.206896551724138,35,1.206896551724138,11,3,23,0.152317880794702,74,0.4900662251655629,11,11,22,0.1456953642384106,3.3636363636363638,1.0,6,0.20689655172413793,1,0.006622516556291391,0,6,1,,86363.0,640648986.0,24412469.0,624267.0,185077689.0,176085921.0,674295174.0,1958885966.0,600041.0,676772723.0,34962706.0,8683113.0,684271706.0,9472948.0,1208656622.0,4247292768.0,6.947894352905759,1.056386161204351,1.4321659148855448,13.909293619557017,3.697213368597876,0.053797305009978626,1.7924740804981647,2.168218488324195
