program,category,strategy,passes,build_ok,validate_ok,correct,native_median_ms,wasm_median_ms,wasm_native_ratio,speedup_vs_raw,speedup_vs_O3,accepted,diagnosis,error
llvmss_misc_salsa20,loop_compute,O2,-O2,1,1,1,3714.534,4449.3646,1.1978,0.0661,-0.0551,1,,
llvmss_misc_salsa20,loop_compute,O3,-O3,1,1,1,3714.534,4217.1377,1.1353,0.1148,0.0,1,,
llvmss_misc_salsa20,loop_compute,random,--inlining-optimizing --optimize-instructions --simplify-locals,1,1,1,3714.534,4302.6909,1.1583,0.0969,-0.0203,1,,
llvmss_misc_salsa20,loop_compute,llm_static,--precompute --optimize-instructions --local-cse --simplify-locals --vacuum,1,1,1,3714.534,4557.478,1.2269,0.0434,-0.0807,1,Large average function size with medium compute density indicates a straight-line cipher round body where redundant local/index work dominates rather than control flow.,
llvmss_misc_salsa20,loop_compute,llm_static_perf,--optimize-instructions --local-cse --simplify-locals --coalesce-locals --vacuum,1,1,1,3714.534,4529.8156,1.2195,0.0492,-0.0741,1,"Only modest instructions_retired (1.43x) and cpu_cycles (1.28x) inflation with low I-cache pressure, so the win is incremental peephole/CSE on the arithmetic-heavy round, not structural change.",
llvmss_misc_evalloop,control_flow,raw,,1,1,1,421.7608,540.1869,1.2808,0.0,-0.2045,0,,
llvmss_misc_evalloop,control_flow,O2,-O2,1,1,1,421.7608,448.3685,1.0631,0.17,0.0002,1,,
llvmss_misc_evalloop,control_flow,O3,-O3,1,1,1,421.7608,448.4567,1.0633,0.1698,0.0,1,,
llvmss_misc_evalloop,control_flow,random,--coalesce-locals --dce --code-folding,1,1,1,421.7608,597.8093,1.4174,-0.1067,-0.333,0,,
llvmss_misc_evalloop,control_flow,llm_static,--remove-unused-brs --merge-blocks --optimize-instructions --simplify-locals --vacuum,1,1,1,421.7608,543.5208,1.2887,-0.0062,-0.212,0,High branch_density and basic_block_count for a small interpreter loop point at a branch-dominated dispatch path.,
llvmss_misc_evalloop,control_flow,llm_static_perf,--remove-unused-brs --merge-blocks --optimize-instructions --simplify-locals --coalesce-locals,1,1,1,421.7608,542.8201,1.287,-0.0049,-0.2104,0,conditional_branches are 36x and instructions_retired 3.2x with I-cache misses 8.7x: the interpreter dispatch is overwhelmingly branch-bound.,
llvmss_misc_flops,loop_compute,raw,,1,1,1,3638.0119,4596.6605,1.2635,0.0,-0.0343,0,,
llvmss_misc_flops,loop_compute,O2,-O2,1,1,1,3638.0119,4453.6272,1.2242,0.0311,-0.0021,1,,
llvmss_misc_flops,loop_compute,O3,-O3,1,1,1,3638.0119,4444.1204,1.2216,0.0332,0.0,1,,
llvmss_misc_flops,loop_compute,random,--remove-unused-brs --inlining-optimizing --simplify-locals --precompute --remove-unused-module-elements,1,1,1,3638.0119,4450.0558,1.2232,0.0319,-0.0013,1,,
llvmss_misc_flops,loop_compute,llm_static,--precompute --optimize-instructions --local-cse --simplify-locals --vacuum,1,1,1,3638.0119,4590.5706,1.2618,0.0013,-0.033,0,High compute_density and many loops over an FP-op mix; the cost is arithmetic-bound straight-line code rather than control flow.,
llvmss_misc_flops,loop_compute,llm_static_perf,--optimize-instructions --local-cse --simplify-locals --precompute --vacuum,1,1,1,3638.0119,4588.481,1.2613,0.0018,-0.0325,0,"instructions_retired (1.21x) and cpu_cycles (1.27x) are only mildly inflated, so only conservative arithmetic-level cleanup is justified; aggressive CFG passes risk no gain.",
llvmss_misc_flops-1,loop_compute,raw,,1,1,1,632.2426,744.236,1.1771,0.0,0.0117,0,,
llvmss_misc_flops-1,loop_compute,O2,-O2,1,1,1,632.2426,740.179,1.1707,0.0055,0.0171,0,,
llvmss_misc_flops-1,loop_compute,O3,-O3,1,1,1,632.2426,753.0711,1.1911,-0.0119,0.0,0,,
llvmss_misc_flops-1,loop_compute,random,--merge-blocks --dce --coalesce-locals --local-cse --remove-unused-brs,1,1,1,632.2426,761.8685,1.205,-0.0237,-0.0117,0,,
llvmss_misc_flops-1,loop_compute,llm_static,--inlining-optimizing --optimize-instructions --simplify-locals --precompute --vacuum,1,1,1,632.2426,762.8429,1.2066,-0.025,-0.013,0,High call_density on a small FP kernel suggests un-inlined helper calls inside the hot loop.,
llvmss_misc_flops-1,loop_compute,llm_static_perf,--inlining-optimizing --dce --optimize-instructions --simplify-locals --vacuum,1,1,1,632.2426,737.5113,1.1665,0.009,0.0207,0,"instructions_retired is already below native (0.90x) yet cpu_cycles is 1.28x and I-cache misses 6.9x, so the gap is code-footprint / locality driven rather than instruction count.",
llvmss_stanford_floatmm,loop_compute,raw,,1,1,1,187.8645,271.2976,1.4441,0.0,0.1491,0,,
llvmss_stanford_floatmm,loop_compute,O2,-O2,1,1,1,187.8645,310.0045,1.6501,-0.1427,0.0277,0,,
llvmss_stanford_floatmm,loop_compute,O3,-O3,1,1,1,187.8645,318.8508,1.6972,-0.1753,0.0,0,,
llvmss_stanford_floatmm,loop_compute,random,--rereloop --coalesce-locals --code-folding,0,0,0,187.8645,,,,,0,,"build failed: Fatal: IR must be flat: run --flatten beforehand (Fatal: Fatal: Fatal: IR must be flat: run --flatten beforehand (Fatal: instructions must only have constant expressions, local.get, or unreachable as childrenIR must be flat: run --flatten beforehand (instructions must only have constant expressions, local.get, or unreachable as children, in IR must be flat: run --flatten beforehand (instructions must only have constant expressions, local.get, or unreachable as childreninstructions must only have constant expressions, local.get, or unreachable as children, in __clock_gettime)Fatal: , in IR must be flat: run --flatten beforehand (tees are not allowed, only sets, in llvm_bench_main)
Fatal: IR must be flat: run --flatten beforehand (instructions must only have constant expressions, local.get, or unreachable as children, in"
llvmss_stanford_floatmm,loop_compute,llm_static,--remove-unused-brs --optimize-instructions --simplify-locals --local-cse --vacuum,1,1,1,187.8645,296.4415,1.578,-0.0927,0.0703,0,High branch_density combined with FP matrix-multiply loops suggests loop/index branching overhead around the compute kernel.,
llvmss_stanford_floatmm,loop_compute,llm_static_perf,--remove-unused-brs --merge-blocks --optimize-instructions --simplify-locals --vacuum,1,1,1,187.8645,291.9483,1.554,-0.0761,0.0844,0,"branches_retired (3.7x), instructions_retired (2.2x) and especially I-cache misses (13.5x) are all elevated, indicating a branchy, code-heavy matmul loop with poor locality.",
llvmss_stanford_puzzle,control_flow,raw,,1,1,1,51.6837,76.7066,1.4842,0.0,-0.0007,0,,
llvmss_stanford_puzzle,control_flow,O2,-O2,1,1,1,51.6837,86.2558,1.6689,-0.1245,-0.1253,0,,
llvmss_stanford_puzzle,control_flow,O3,-O3,1,1,1,51.6837,76.6512,1.4831,0.0007,0.0,0,,
llvmss_stanford_puzzle,control_flow,random,--local-cse --dce --flatten --inlining-optimizing,1,1,1,51.6837,78.2557,1.5141,-0.0202,-0.0209,0,,
llvmss_stanford_puzzle,control_flow,llm_static,--optimize-instructions --simplify-locals --coalesce-locals --merge-blocks --vacuum,1,1,1,51.6837,76.253,1.4754,0.0059,0.0052,0,"High function_count, basic_block_count and compute_density for a recursive solver point at a large hot path with redundant locals.",
llvmss_stanford_puzzle,control_flow,llm_static_perf,--inlining-optimizing --dce --optimize-instructions --simplify-locals --vacuum,1,1,1,51.6837,80.7769,1.5629,-0.0531,-0.0538,0,"I-cache misses are an extreme 28x with instructions_retired 2.0x, so shrinking the resident hot code is the priority over arithmetic tweaks.",
llvmss_stanford_perm,call_dense,raw,,1,1,1,8.2221,23.9326,2.9108,0.0,0.2229,0,,
llvmss_stanford_perm,call_dense,O2,-O2,1,1,1,8.2221,30.3683,3.6935,-0.2689,0.0139,0,,
llvmss_stanford_perm,call_dense,O3,-O3,1,1,1,8.2221,30.7975,3.7457,-0.2868,0.0,0,,
llvmss_stanford_perm,call_dense,random,--code-folding --optimize-instructions --simplify-locals,1,1,1,8.2221,30.3125,3.6867,-0.2666,0.0157,0,,
llvmss_stanford_perm,call_dense,llm_static,--inlining-optimizing --remove-unused-brs --optimize-instructions --simplify-locals --vacuum,1,1,1,8.2221,30.4734,3.7063,-0.2733,0.0105,0,High function_count and call_density with high branch_density: recursive permutation with frequent small calls and branchy recursion guards.,
llvmss_stanford_perm,call_dense,llm_static_perf,--inlining-optimizing --optimize-instructions --simplify-locals --dce --vacuum,1,1,1,8.2221,30.1574,3.6678,-0.2601,0.0208,0,"cpu_cycles (4.0x) and I-cache misses (26.8x) dominate over instructions_retired (2.3x), the signature of small-call recursion thrashing the code cache.",
llvmss_stanford_towers,call_dense,raw,,1,1,1,6.4468,13.3584,2.0721,0.0,-0.1034,0,,
llvmss_stanford_towers,call_dense,O2,-O2,1,1,1,6.4468,12.1349,1.8823,0.0916,-0.0023,1,,
llvmss_stanford_towers,call_dense,O3,-O3,1,1,1,6.4468,12.1069,1.878,0.0937,0.0,1,,
llvmss_stanford_towers,call_dense,random,--coalesce-locals --inlining --remove-unused-module-elements,1,1,1,6.4468,12.414,1.9256,0.0707,-0.0254,1,,
llvmss_stanford_towers,call_dense,llm_static,--inlining-optimizing --optimize-instructions --simplify-locals --coalesce-locals --vacuum,1,1,1,6.4468,12.4619,1.933,0.0671,-0.0293,1,High function_count and call_density for towers-of-hanoi recursion: dominated by frequent small recursive calls.,
llvmss_stanford_towers,call_dense,llm_static_perf,--inlining-optimizing --dce --optimize-instructions --simplify-locals --vacuum,1,1,1,6.4468,12.5153,1.9413,0.0631,-0.0337,1,"cpu_cycles (3.5x) and I-cache misses (27x) far exceed instructions_retired (2.1x), so locality of the recursive call code is the bottleneck.",
llvmss_stanford_queens,control_flow,raw,,1,1,1,5.3402,17.0823,3.1988,0.0,-0.0165,0,,
llvmss_stanford_queens,control_flow,O2,-O2,1,1,1,5.3402,16.9124,3.167,0.0099,-0.0063,0,,
llvmss_stanford_queens,control_flow,O3,-O3,1,1,1,5.3402,16.8058,3.147,0.0162,0.0,0,,
llvmss_stanford_queens,control_flow,random,--dce --remove-unused-module-elements --local-cse,1,1,1,5.3402,17.2092,3.2226,-0.0074,-0.024,0,,
llvmss_stanford_queens,control_flow,llm_static,--remove-unused-brs --merge-blocks --optimize-instructions --simplify-locals --vacuum,1,1,1,5.3402,16.7375,3.1342,0.0202,0.0041,0,High branch_density for an N-queens backtracking search: the hot path is dominated by conditional placement/conflict branches.,
llvmss_stanford_queens,control_flow,llm_static_perf,--remove-unused-brs --merge-blocks --optimize-instructions --simplify-locals --dce,1,1,1,5.3402,16.8648,3.1581,0.0127,-0.0035,0,"branch_misses (19x), cpu_cycles (4.9x) and I-cache misses (29x) all spike with instructions_retired 2.8x: a branch-misprediction-bound backtracking loop with a large code footprint.",
